site,date,month_day,species,caste,plant,invasive_interaction,proportion_invasive
tynehead,05/23/2022,05-23,bom_mix,w,mal_dom,0,0
tynehead,05/23/2022,05-23,bom_fla,w,rub_spe,0,0
colony_farm,05/25/2022,05-25,bom_mix,w,rub_spe,0,0
colony_farm,05/25/2022,05-25,bom_fla,w,rub_spe,0,0
colony_farm,05/25/2022,05-25,bom_fla,w,rub_spe,0,0
colony_farm,05/25/2022,05-25,bom_fla,w,rub_spe,0,0
colony_farm,05/25/2022,05-25,bom_fla,w,rub_spe,0,0
colony_farm,05/25/2022,05-25,bom_mix,w,rub_spe,0,0
colony_farm,05/25/2022,05-25,bom_mix,w,rub_spe,0,0
colony_farm,05/25/2022,05-25,bom_mix,m,ace_cir,0,0
colony_farm,05/25/2022,05-25,bom_mix,w,ace_cir,0,0
colony_farm,05/25/2022,05-25,bom_mix,m,ace_cir,0,0
colony_farm,05/25/2022,05-25,bom_mix,m,ace_cir,0,0
colony_farm,05/25/2022,05-25,bom_mix,m,ace_cir,0,0
colony_farm,05/25/2022,05-25,bom_fla,w,rub_spe,0,0
colony_farm,05/25/2022,05-25,bom_fla,w,rub_spe,0,0
colony_farm,05/25/2022,05-25,bom_fla,w,rub_spe,0,0
colony_farm,05/25/2022,05-25,bom_fla,w,rub_spe,0,0
burns_bog,05/31/2022,05-31,bom_mix,w,rub_par,0,0
burns_bog,05/31/2022,05-31,bom_mix,w,rub_par,0,0
burns_bog,05/31/2022,05-31,bom_fla,w,rub_par,0,0
burns_bog,05/31/2022,05-31,bom_mix,w,rub_par,0,0
burns_bog,05/31/2022,05-31,bom_mix,w,rub_par,0,0
burns_bog,05/31/2022,05-31,bom_mix,w,rub_par,0,0
burns_bog,05/31/2022,05-31,bom_fla,w,lon_inv,0,0
burns_bog,05/31/2022,05-31,bom_mix,m,lon_inv,0,0
burns_bog,05/31/2022,05-31,bom_mix,w,lon_inv,0,0
burns_bog,05/31/2022,05-31,bom_mel,w,cor_sto,0,0
burns_bog,05/31/2022,05-31,bom_fla,w,lon_inv,0,0
burns_bog,05/31/2022,05-31,bom_fla,w,lon_inv,0,0
brae_island,05/31/2022,05-31,bom_mel,q,ros_nut,0,0
brae_island,05/31/2022,05-31,bom_mix,q,ros_nut,0,0
brae_island,05/31/2022,05-31,bom_fla,w,lon_inv,0,0
brae_island,05/31/2022,05-31,bom_fla,m,lon_inv,0,0
brae_island,05/31/2022,05-31,bom_fla,w,lon_inv,0,0
brae_island,05/31/2022,05-31,bom_fla,w,lon_inv,0,0
brae_island,05/31/2022,05-31,bom_fla,w,rub_spe,0,0
brae_island,05/31/2022,05-31,bom_mix,w,ros_nut,0,0
surrey_bend,05/31/2022,05-31,bom_mix,q,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_mix,w,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_mix,w,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_fla,w,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_mix,w,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_mix,w,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_mix,w,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_mix,m,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_mix,w,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_mix,w,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_imp,q,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_mix,w,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_vos,q,ran_rep,0,0
surrey_bend,05/31/2022,05-31,bom_mel,w,ran_rep,0,0
surrey_bend,05/31/2022,05-31,bom_mel,m,ran_rep,0,0
surrey_bend,05/31/2022,05-31,bom_mix,m,rub_spe,0,0
surrey_bend,05/31/2022,05-31,bom_fla,w,rub_spe,0,0
surrey_bend,05/31/2022,05-31,bom_mix,w,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_mix,w,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_mix,w,ace_cir,0,0
surrey_bend,05/31/2022,05-31,bom_mix,w,rub_spe,0,0
surrey_bend,05/31/2022,05-31,bom_mel,w,ran_rep,0,0
burnaby_lake,06/02/2022,06-02,bom_mix,w,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_mix,w,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_mix,w,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_mel,w,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_fla,m,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_fla,w,rub_par,0,0
burnaby_lake,06/02/2022,06-02,bom_mix,w,rub_par,0,0
burnaby_lake,06/02/2022,06-02,bom_mix,w,rub_par,0,0
burnaby_lake,06/02/2022,06-02,bom_mix,w,rub_par,0,0
burnaby_lake,06/02/2022,06-02,bom_mix,m,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_mix,w,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_fla,w,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_mel,w,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_fla,w,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_fla,w,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_mel,w,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_mix,w,rub_urs,0,0
burnaby_lake,06/02/2022,06-02,bom_mix,m,fra_pur,0,0
burnaby_lake,06/02/2022,06-02,bom_fla,m,fra_pur,0,0
burnaby_lake,06/02/2022,06-02,bom_fla,w,rub_spe,0,0
burnaby_lake,06/02/2022,06-02,bom_mel,q,rub_all,0,0
burnaby_lake,06/02/2022,06-02,bom_fla,m,rub_spe,0,0
burnaby_lake,06/02/2022,06-02,bom_vos,w,rub_all,0,0
burnaby_lake,06/02/2022,06-02,bom_fla,w,rub_all,0,0
burnaby_lake,06/02/2022,06-02,bom_mix,w,rub_all,0,0
iona_beach,06/06/2022,06-06,bom_vos,w,ros_nut,0,0.972583643
iona_beach,06/06/2022,06-06,bom_vos,w,cys_sco,0,0.972583643
iona_beach,06/06/2022,06-06,bom_mel,q,cys_sco,0,0.972583643
iona_beach,06/06/2022,06-06,bom_mel,w,cys_sco,0,0.972583643
iona_beach,06/06/2022,06-06,bom_mel,w,ros_nut,0,0.972583643
iona_beach,06/06/2022,06-06,bom_vos,w,ros_nut,0,0.972583643
iona_beach,06/06/2022,06-06,bom_sit,w,ros_nut,0,0.972583643
iona_beach,06/06/2022,06-06,bom_mix,w,ros_nut,0,0.972583643
iona_beach,06/06/2022,06-06,bom_sit,w,ros_nut,0,0.972583643
iona_beach,06/06/2022,06-06,bom_fla,w,cys_sco,0,0.972583643
colony_farm,06/07/2022,06-07,bom_mel,m,sal_las,0,0
colony_farm,06/07/2022,06-07,bom_vos,w,ros_nut,0,0
colony_farm,06/07/2022,06-07,bom_mix,w,ros_nut,0,0
colony_farm,06/07/2022,06-07,bom_mix,w,ros_nut,0,0
colony_farm,06/07/2022,06-07,bom_fla,w,ros_nut,0,0
colony_farm,06/07/2022,06-07,bom_mix,w,rub_par,0,0
colony_farm,06/07/2022,06-07,bom_mix,w,ros_nut,0,0
colony_farm,06/07/2022,06-07,bom_mix,w,rub_par,0,0
colony_farm,06/07/2022,06-07,bom_mix,w,rub_par,0,0
colony_farm,06/07/2022,06-07,bom_mix,w,rub_par,0,0
colony_farm,06/07/2022,06-07,bom_mix,w,rub_par,0,0
colony_farm,06/07/2022,06-07,bom_mix,w,ros_nut,0,0
colony_farm,06/07/2022,06-07,bom_mix,w,ros_nut,0,0
colony_farm,06/07/2022,06-07,bom_fla,w,ros_nut,0,0
colony_farm,06/07/2022,06-07,bom_sit,m,sal_las,0,0
colony_farm,06/07/2022,06-07,bom_mix,,rub_par,0,0
colony_farm,06/07/2022,06-07,bom_mix,w,rub_par,0,0
colony_farm,06/07/2022,06-07,bom_mix,m,rub_par,0,0
colony_farm,06/07/2022,06-07,bom_fla,w,rub_par,0,0
colony_farm,06/07/2022,06-07,bom_mix,w,cor_sto,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_fla,w,lup_pol,0,0
tynehead,06/07/2022,06-07,bom_fla,w,lup_pol,0,0
tynehead,06/07/2022,06-07,bom_fla,w,lup_pol,0,0
tynehead,06/07/2022,06-07,bom_fla,w,lup_pol,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,w,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mel,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mel,w,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mel,w,sym_alb,0,0
tynehead,06/07/2022,06-07,bom_fla,w,sym_alb,0,0
tynehead,06/07/2022,06-07,bom_mix,m,sym_alb,0,0
tynehead,06/07/2022,06-07,bom_mix,m,sym_alb,0,0
tynehead,06/07/2022,06-07,bom_mix,m,sym_alb,0,0
tynehead,06/07/2022,06-07,bom_fla,,cra_mon,0,0
tynehead,06/07/2022,06-07,bom_mix,,ran_rep,0,0
tynehead,06/07/2022,06-07,bom_mel,m,ran_rep,0,0
tynehead,06/07/2022,06-07,bom_fla,w,ran_rep,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_rep,0,0
tynehead,06/07/2022,06-07,bom_sit,m,ran_rep,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_rep,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_sit,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_vos,w,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_fla,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_sit,m,geu_mac,0,0
tynehead,06/07/2022,06-07,bom_mix,w,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,w,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_fla,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_fla,w,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_fla,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_fla,w,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,w,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,w,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,w,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,w,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
tynehead,06/07/2022,06-07,bom_mix,m,ran_acr,0,0
burns_bog,06/11/2022,06-11,bom_fla,w,rub_par,0,0
burns_bog,06/11/2022,06-11,bom_fla,w,rub_par,0,0
burns_bog,06/11/2022,06-11,bom_mix,w,rub_par,0,0
burns_bog,06/11/2022,06-11,bom_mix,w,rub_par,0,0
burns_bog,06/11/2022,06-11,bom_imp,w,rub_par,0,0
burns_bog,06/11/2022,06-11,bom_fla,w,rub_par,0,0
burns_bog,06/11/2022,06-11,bom_fla,w,rub_par,0,0
burns_bog,06/11/2022,06-11,bom_mix,w,rub_par,0,0
burns_bog,06/11/2022,06-11,bom_mix,w,rub_par,0,0
burns_bog,06/11/2022,06-11,bom_mix,w,rub_par,0,0
burns_bog,06/11/2022,06-11,bom_mix,w,rub_par,0,0
boundary_bay,06/13/2022,06-13,bom_imp,,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_imp,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,q,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_sit,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_fla,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_fla,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_sit,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_fla,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_fla,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_imp,w,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,vic_sat,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,vic_sat,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,vic_sat,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,vic_sat,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,vic_sat,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,vic_sat,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,q,sym_alb,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,vic_sat,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,w,ger_mol,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_fla,q,ger_mol,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,ger_mol,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,ger_mol,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,ger_mol,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,ger_mol,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,tri_rep,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,m,tri_rep,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_fla,w,tri_rep,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,tri_rep,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,tri_rep,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,w,tri_rep,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_fla,w,tri_rep,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,tri_rep,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,tri_rep,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_imp,w,tri_rep,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mix,w,tri_rep,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,tri_rep,0,0.002503477
boundary_bay,06/13/2022,06-13,bom_mel,m,tri_rep,0,0.002503477
surrey_bend,06/13/2022,06-13,bom_fla,m,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_fla,w,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_fla,w,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_fla,m,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_fla,m,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_fla,w,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,m,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,m,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_sit,m,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,leu_vul,1,0.017791732
surrey_bend,06/13/2022,06-13,bom_mel,m,hie_cae,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,hie_cae,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,m,hie_cae,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,m,hie_cae,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,hie_cae,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,m,hie_cae,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,m,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_fla,m,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mel,m,tar_off,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mel,m,ran_rep,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mel,m,ran_rep,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_fla,m,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,m,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,m,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_fla,w,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_fla,w,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,sym_alb,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,hie_cae,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,hie_cae,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,hie_cae,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_fla,w,hie_cae,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,hie_cae,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,hie_cae,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_vos,w,ran_rep,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,ran_rep,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_vos,w,ran_rep,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,ran_rep,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mel,m,ran_rep,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mel,m,ran_rep,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,ran_rep,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mix,w,ran_rep,0,0.017791732
surrey_bend,06/13/2022,06-13,bom_mel,m,ran_rep,0,0.017791732
pacific_spirit,06/14/2022,06-14,bom_fla,w,rub_all,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_mix,m,rub_all,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_mix,m,rub_all,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_fla,w,rub_all,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_fla,w,rub_all,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_mix,w,rub_all,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_fla,w,rub_all,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_mix,m,rub_all,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_fla,m,ger_rob,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_fla,m,ger_rob,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_fla,m,ger_rob,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_mix,m,ran_rep,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_mel,m,ran_rep,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_mix,m,ran_rep,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_sit,m,ger_rob,0,0.153409091
pacific_spirit,06/14/2022,06-14,bom_mix,m,rub_urs,0,0.153409091
brae_island,06/20/2022,06-20,bom_mel,m,sym_alb,0,0.027513228
brae_island,06/20/2022,06-20,bom_mix,m,sym_alb,0,0.027513228
